,pred
2783,605857.75
2784,1253187.7
2785,433476.62
2786,960180.0
2787,432634.6433333333
2788,347098.18253968254
2789,567873.27
2790,1016034.45
2791,504658.0
2792,1439850.0
2793,323768.0
2794,4386567.11
2795,362225.0
2796,2637092.85
2797,491723.62333333335
2798,694954.9166666665
2799,801606.6
2800,2597628.59
2801,564071.2
2802,1028268.0966666667
2803,3778175.0
2804,713166.6
2805,148171.18943148354
2806,882728.4629545455
2807,235592.27593677572
2808,908014.6
2809,353338.94
2810,364496.3
2811,490248.89
2812,1720862.6
2813,414768.1
2814,638374.428210678
2815,398957.88333333336
2816,1206159.18
2817,1062580.64
2818,234093.5476190476
2819,477649.65
2820,788245.27
2821,721889.8
2822,1590710.0
2823,585147.8834985014
2824,1092742.04
2825,384848.98666666663
2826,225197.91616855364
2827,1731862.74
2828,888740.52
2829,709690.0
2830,1673761.889149078
2831,237388.94166666668
2832,409580.75666666665
2833,761708.77
2834,1908818.75
2835,582785.2233333333
2836,437360.83
2837,611273.38
2838,851399.94
2839,532001.6666666667
2840,533850.0
2841,3905251.61
2842,257010.46565101566
2843,1157867.5
2844,480221.23
2845,1362396.82
2846,459318.2300824176
2847,480437.4325
2848,337808.9466666667
2849,378181.1466666667
2850,2544682.49
2851,3384689.88
2852,553398.14
2853,1385485.14
2854,3415500.96
2855,618763.0357142856
2856,4063390.87
2857,2325263.11
2858,802258.564
2859,868721.46
2860,1099098.5
2861,740113.2
2862,763130.54
2863,605467.5
2864,1293284.85
2865,401715.78
2866,272273.2222222222
2867,165086.7023809524
2868,613532.348141775
2869,645719.78
2870,207047.96095238096
2871,565171.66
2872,1093549.39
2873,133887.5
2874,2465343.61
2875,888301.81867393
2876,535212.26
2877,307842.87157287163
2878,131363.1
2879,630451.6120903522
2880,2438764.68
2881,686433.697347763
2882,835292.7466666667
2883,584676.13
2884,677970.0
2885,544207.7133333334
2886,1258565.1108866774
2887,624939.0
2888,537059.4633333334
2889,598832.2533333333
2890,364914.7360952381
2891,831440.51
2892,473766.3
2893,483952.23
2894,663000.26
2895,1518991.48
2896,1036726.36
2897,1345769.98
2898,570479.0
2899,939846.92
2900,634276.64
2901,1112698.2317682318
2902,553332.4783333333
2903,248380.32221829894
2904,1292325.35
2905,688680.0
2906,1848364.0
2907,217711.93185786434
2908,3751465.0
2909,645520.66
2910,131363.1
2911,1237622.87
2912,592050.0
2913,1009993.77
2914,891580.0
2915,625169.27
2916,579571.61
2917,770779.4983333334
2918,517750.6342388115
2919,729639.07
2920,554669.5333333333
2921,1258350.0
2922,805664.9296536796
2923,1436492.25
2924,429357.72666666674
2925,400453.88041666674
2926,726810.5866666667
2927,219981.65079365077
2928,646821.6666666667
2929,536585.3966666667
2930,1280633.3736385733
2931,397607.71
2932,644431.6333333333
2933,369640.0
2934,585910.0
2935,407294.56
2936,1118242.06
2937,743176.4102980351
2938,2617222.965
2939,1782692.3586729935
2940,428307.5
2941,720844.56
2942,438260.55
2943,518046.06
2944,625280.66
2945,512831.0591666667
2946,579483.8166666667
2947,522015.57
2948,1285682.98
2949,391333.31
2950,682086.0808800188
2951,1239951.4388138526
2952,1405084.0
2953,758635.9200313856
2954,294090.0
2955,1560078.56
2956,397917.1866666667
2957,493690.16
2958,1256350.0
2959,2201626.3
2960,609810.9575001437
2961,2555235.0
2962,1833341.7
2963,456670.91
2964,1727309.0
2965,562055.9666666667
2966,671155.66
2967,1122810.3
2968,490680.4000000001
2969,873460.0766666667
2970,845661.45
2971,408078.05233333335
2972,670342.49
2973,451333.28968253976
2974,624478.61
2975,887057.0
2976,629327.3271428571
2977,1044898.37
2978,265777.619047619
2979,882502.3333333333
2980,356359.05
2981,287178.1604336497
2982,627782.1
2983,1356970.51
2984,770951.39
2985,592197.5193027796
2986,1268681.0
2987,175186.8194523809
2988,408296.6566666666
2989,295092.175
2990,678768.07
2991,874755.86
2992,200530.97
2993,132551.2619047619
2994,662117.89
2995,551757.5
2996,1354123.65
2997,622223.9666666667
2998,581525.18
2999,545047.39
3000,1043760.0
3001,1668693.75
3002,421105.3296825396
3003,725115.0
3004,1400710.8433333335
3005,1162925.091443687
3006,606834.14
3007,987544.9
3008,469675.98
3009,144130.0
3010,506982.38
3011,433508.03961904766
3012,1161710.15
3013,784925.4880952382
3014,418670.04666666663
3015,424064.39
3016,1244318.2
3017,484405.87
3018,402560.24
3019,722652.24
3020,276052.68729365076
3021,506923.38
3022,2954190.0
3023,2581395.71
3024,1595691.38
3025,436357.7766666666
3026,822416.7565267379
3027,739271.1
3028,745861.15
3029,426078.61
3030,921035.67
3031,562575.5
3032,482581.3758333333
3033,456062.9
3034,1491791.43
3035,1009319.63
3036,384125.2133333334
3037,628479.675
3038,1285200.0
3039,443200.13333333336
3040,476277.88
3041,766598.14
3042,468644.305
3043,442302.17
3044,246420.3733717264
3045,1084344.9
3046,849505.0
3047,552768.5367568494
3048,387077.9133333333
3049,596147.3788888889
3050,532869.7380952381
3051,508597.24
3052,1073729.4492063492
3053,896783.0753968252
3054,937919.21
3055,464883.7
3056,514792.14
3057,568360.4937301587
3058,161434.83874458878
3059,826048.96
3060,950496.2176190476
3061,520952.49154761917
3062,485239.47
3063,328178.57948616875
3064,874445.3
3065,636083.71
3066,1608933.64
3067,1956077.11
3068,515429.8
3069,3626904.39
3070,385458.105
3071,274295.67
3072,2781667.38
3073,2006873.84
3074,518538.66666666674
3075,377661.02333333326
3076,454670.68
3077,572380.74
3078,936736.0761060606
3079,1038397.98
3080,381433.0
3081,1403459.65
3082,207562.86644083704
3083,2349622.72
3084,413927.00000000006
3085,1376215.0
3086,615516.77
3087,339012.45238095237
3088,794063.1
3089,513110.2902380952
3090,485801.1933333333
3091,741400.0
3092,1162424.42
3093,787390.6433333333
3094,1053127.0
3095,449030.07
3096,169550.4422799422
3097,1642750.0
3098,312504.65
3099,140749.70221139974
3100,758224.9
3101,1008464.13
3102,543264.66
3103,201555.11111111112
3104,380659.19
3105,813195.6150793647
3106,320366.08
3107,229600.0
3108,381376.25
3109,555647.5
3110,428464.33333333326
3111,801986.9266666668
3112,1005568.5933333333
3113,358818.34
3114,303508.31882539677
3115,700410.0
3116,438820.99
3117,610590.8453962711
3118,1489565.603668831
3119,545800.0
3120,802141.3783333334
3121,643713.7566666666
3122,464695.35
3123,617450.0
3124,554338.97
3125,1115678.8831320344
3126,514077.05
3127,994460.0
3128,538424.07
3129,786743.52
3130,1022981.7333333334
3131,318565.0
3132,2055750.0
3133,252370.80952380953
3134,1702372.16
3135,242233.55164679655
3136,682483.146936397
3137,2669380.45
3138,691281.06
3139,546769.8
3140,289205.0
3141,246657.7777777778
3142,512083.61421666556
3143,2163206.35
3144,1247712.92
3145,306383.0
3146,234750.4818547466
3147,480184.74
3148,1285766.415404762
3149,482666.43
3150,621580.0
3151,495437.82
3152,379729.0758730158
3153,335709.775
3154,384655.0
3155,238447.87
3156,1163535.01
3157,2126100.0
3158,936265.0
3159,967550.0
3160,294831.3466666667
3161,310096.14241978974
3162,521128.37
3163,486618.71
3164,914435.68
3165,249924.14263381064
3166,248380.32221829894
3167,687436.58
3168,2310039.51
3169,2506078.49
3170,1171488.139095238
3171,1558494.0
3172,3011339.22
3173,1559417.95
3174,343987.4854301399
3175,435815.77
3176,421655.39333333337
3177,1750456.25
3178,1413889.5099790767
3179,2197459.5995860053
3180,783200.0
3181,2205504.78
3182,380285.47
3183,1339873.98
3184,448086.5766666667
3185,717825.9404761906
3186,165849.35714285716
3187,1044285.8478459404
3188,880480.9535441254
3189,1183396.1309523813
3190,419898.7
3191,1234238.0
3192,493274.33333333326
3193,1121601.3266666667
3194,697305.53
3195,131720.08152958154
3196,322014.76333333337
3197,1810710.9383333335
3198,649812.89
3199,398828.29
3200,984539.54
3201,510003.58
3202,515525.0
3203,2825946.48
3204,618185.63
3205,682505.0
3206,1041186.26
3207,691093.3414031619
3208,822416.7565267379
3209,717915.6652930401
3210,939849.9
3211,1361301.2293874426
3212,1226550.0
3213,1916670.93
3214,326228.66333333333
3215,666840.0
3216,479567.26
3217,2346816.6163192918
3218,235592.27593677572
3219,450887.8
3220,258040.703
3221,756371.2896825396
3222,566930.2301587302
3223,1322621.35
3224,718020.6
3225,1286010.155952381
3226,750839.5
3227,448836.1467976469
3228,159193.17
3229,350883.73333333334
3230,1564685.3533333335
3231,2061359.08
3232,547429.3
3233,118483.5
3234,3078729.76
3235,236513.8
3236,583167.48
3237,810600.0
3238,1629892.96
3239,1400877.5133333332
3240,310096.14241978974
3241,418610.2833333334
3242,716124.2496757628
3243,849696.63028638
3244,340770.88095238095
3245,420597.1
3246,1806170.53
3247,287291.0381007882
3248,1996836.01
3249,1326093.35
3250,291161.38173160166
3251,580954.8881017824
3252,1044643.88
3253,234093.5476190476
3254,476927.45
3255,652905.65
3256,527366.9066666666
3257,1211988.19
3258,463570.0
3259,337506.69
3260,352597.13349365635
3261,2195014.07
3262,519582.7
3263,607115.0
3264,450475.4166666666
3265,1039377.1434121433
3266,419666.0
3267,798325.0595238096
3268,1101144.3664285715
3269,723175.0
3270,1350669.1666666665
3271,349568.03
3272,1244955.0
3273,506297.02
3274,662222.58
3275,223021.52106398495
3276,583609.41
3277,1012400.72
3278,1875128.51
3279,1252283.42
3280,164040.18
3281,591070.28
3282,576664.8587523588
3283,517750.6342388115
3284,497966.72
3285,438850.0
3286,428070.0
3287,758193.42
3288,707591.73
3289,568102.89
3290,410318.11
3291,940589.1666666667
3292,213765.3445165945
3293,461805.30928571435
3294,1110466.4185714286
3295,737524.98
3296,504110.3166666667
3297,221209.72
3298,694368.6
3299,1742362.0991969272
3300,1018029.61
3301,120600.61
3302,586919.29
3303,1126447.0
3304,610590.8453962711
3305,314388.51
3306,503581.79
3307,433039.49
3308,406895.67
3309,881897.2473684209
3310,1180225.916398925
3311,540475.621111111
3312,693665.1666666667
3313,874247.92
3314,852860.0
3315,944950.0
3316,472116.44
3317,488642.15666666673
3318,899936.31
3319,572311.45
3320,1717239.52
3321,411482.0833333334
3322,1008914.46
3323,123058.82
3324,563288.6333333333
3325,1284763.75
3326,1267940.0
3327,390406.91
3328,589002.63
3329,1159863.3333333335
3330,2775005.96
3331,527542.505
3332,2706388.33
3333,2083053.1
3334,438915.2
3335,753054.0
3336,225954.54748542793
3337,2632691.34
3338,765586.86
3339,188047.79126984125
3340,677346.1
3341,204964.12049062047
3342,1297800.62
3343,464526.58
3344,412241.2208492064
3345,536391.9533333333
3346,590044.5966666667
3347,1071831.96
3348,151035.0526140526
3349,3204099.223333333
3350,374989.15
3351,1371989.866666667
3352,645086.11
3353,396378.4
3354,213244.4892108273
3355,300329.27100396826
3356,272057.43095238094
3357,1064340.46
3358,831784.24
3359,1160026.65
3360,672610.0
3361,1356573.31
3362,749108.94
3363,863752.2
3364,1232332.619047619
3365,729987.63
3366,609540.61
3367,519428.69
3368,402611.7333333333
3369,649907.255952381
3370,897927.0
3371,1855361.0408547008
3372,1874191.0
3373,466790.89
3374,182165.82550315015
3375,1255126.93
3376,412292.51952158945
3377,679091.96
3378,694997.6
3379,807052.6
3380,518013.38
3381,232196.05158730154
3382,1459429.94
3383,360211.5633333333
3384,1235769.5
3385,790824.25
3386,985744.0
3387,597263.09
3388,1139939.5
3389,410701.5002775003
3390,121348.38
3391,836348.91
3392,721237.4766666666
3393,901455.63
3394,482291.5419047619
3395,182518.15476190473
3396,531350.7
3397,947777.3376905876
3398,447759.0
3399,438787.45
3400,956430.0
3401,766916.91
3402,476842.78
3403,469538.54328571423
3404,581244.1666666667
3405,1126986.76
3406,454298.16666666674
3407,159948.02317460318
3408,231636.91391941387
3409,438919.25333333336
3410,982667.96
3411,992046.62
3412,1867813.353180736
3413,178019.95238095243
3414,1760089.88
3415,1214678.46
3416,177899.20324400603
3417,422590.3583333333
3418,883432.275
3419,295389.61
3420,1352103.5
3421,1080503.64
3422,671644.33
3423,615305.0
3424,372638.054
3425,191589.66790154288
3426,427809.1
3427,463400.55666666664
3428,694505.7344047619
3429,754857.01
3430,807276.52
3431,1706817.67
3432,684961.9076479076
3433,575543.6269761905
3434,2590208.1
3435,1002444.0
3436,430410.99206349195
3437,1490948.18
3438,158843.2
3439,378116.3333333334
3440,476781.43
3441,971518.2
3442,254055.16666666663
3443,4125032.02
3444,785348.37
3445,1601000.0
3446,641299.92
3447,1250170.0
3448,474130.33111111104
3449,2071250.0
3450,303799.99999999994
3451,571593.43
3452,462960.93
3453,2370742.99
3454,3201415.7
3455,317670.0
3456,269158.78
3457,569698.49
3458,266507.0
3459,1351050.0
3460,849775.0
3461,289707.74
3462,854462.29
3463,462945.1676240426
3464,2621333.009166667
3465,2314471.44
3466,488517.46
3467,1940058.9
3468,688213.7
3469,138190.0
3470,1814127.35
3471,593338.12
3472,758635.9200313856
3473,452198.3333333334
3474,1293790.0
3475,243984.0637251082
3476,914598.85
3477,1064468.195
3478,838435.09
3479,443161.05
3480,1460357.451666667
3481,252531.48847699436
3482,414259.85
3483,1157349.2851731603
3484,449573.98
3485,390312.93
3486,2215561.08
3487,411482.0833333334
3488,767197.51
3489,760599.88
3490,358248.2034632034
3491,698537.5
3492,1283694.58
3493,256460.48333333337
3494,409771.66666666657
3495,437047.13666666666
3496,287178.1604336497
3497,341614.18
3498,707489.61
3499,855703.22
3500,224739.9123376624
3501,497565.4592216116
3502,673162.9223333333
3503,592197.5193027796
3504,1129141.55
3505,392207.08333333326
3506,344128.9682539683
3507,212901.54761904766
3508,704664.17
3509,558970.0
3510,590984.6743044733
3511,1235250.52
3512,652550.0090476191
3513,943892.5
3514,342633.0764034006
3515,983284.27
3516,988032.5
3517,306184.0825
3518,222775.8
3519,1101529.7558552562
3520,511738.9671994671
3521,545225.78
3522,925221.6666666667
3523,1196237.55
3524,430781.6666666666
3525,309488.51951277483
3526,1663540.7411679295
3527,2188340.0
3528,509990.9
3529,574451.7491666666
3530,294084.53383767896
3531,1310132.49
3532,598030.0
3533,1219456.17
3534,608932.58
3535,834322.39
3536,515460.09266666666
3537,196622.5168924964
3538,845085.0
3539,442230.23
3540,720695.0
3541,397307.21666666673
3542,2607861.88
3543,505090.9972563376
3544,903366.74
3545,378997.39
3546,527443.8
3547,1347885.53
3548,1591138.5555555557
3549,272751.70362574403
3550,1903201.85
3551,617028.3
3552,1314607.4766666668
3553,1240780.0
3554,585384.38
3555,690498.0333333333
3556,3042780.5
3557,1291950.4638196249
3558,715564.51
3559,2431572.4557142863
3560,372052.17
3561,398113.0238095239
3562,445337.515
3563,3522126.73
3564,2357432.96
3565,666685.83
3566,2695929.0
3567,497499.62
3568,1651749.4614285713
3569,236014.90023690538
3570,548080.11
3571,241453.95831752967
3572,2961243.94
3573,1121552.76
3574,513556.52
3575,773413.3333333335
3576,290430.0
3577,743775.0
3578,510393.986374459
3579,600290.92
3580,550393.7733333333
3581,567250.0
3582,507983.9
3583,2523640.0
3584,284145.9166666666
3585,199413.8580339105
3586,577102.445
3587,952883.11
3588,787858.54
3589,837880.98
3590,500634.0
3591,342212.09
3592,285070.6396825397
3593,367479.02
3594,1638882.1
3595,1097615.485
3596,476814.165
3597,574390.0
3598,882502.3333333333
3599,328178.57948616875
3600,1379796.2283549784
3601,329885.3333333333
3602,1322954.8966666665
3603,801489.73
3604,861275.31
3605,488466.6388888889
3606,537104.4633333334
3607,1832268.026709402
3608,2168617.61
3609,2033294.166666667
3610,455320.0
3611,378568.8
3612,1167037.35
3613,911023.07
3614,250323.74466666664
3615,833174.13
3616,906070.4666666667
3617,324744.52
3618,147159.7380952381
3619,510595.33333333326
3620,1377100.0533333332
3621,541952.36
3622,258455.99166719496
3623,1540350.0
3624,465084.82
3625,1812714.75
3626,322879.9640476191
3627,1129190.0
3628,605095.185
3629,495219.45
3630,634818.3333333334
3631,2211518.9614285715
3632,406698.8885281386
3633,722609.8
3634,488164.19
3635,669183.31
3636,1251094.5942857144
3637,1843328.75
3638,279245.04761904775
3639,1114243.43
3640,2052951.35
3641,1103193.03
3642,426893.04988206254
3643,264802.25509925344
3644,149437.77777777778
3645,381878.42
3646,192738.48796383367
3647,430549.17666666664
3648,1111776.98
3649,198850.35515873015
3650,757974.01
3651,553451.6966666667
3652,426893.04988206254
3653,2645787.12
3654,537798.3333333334
3655,346234.93
3656,1207306.9
3657,807401.9266666668
3658,297313.69017357245
3659,769346.01
3660,312296.3393333333
3661,1548550.88
3662,619659.92
3663,931171.59
3664,336963.8166666667
3665,1473660.0
3666,2974756.42
3667,692909.0
3668,507362.99666666664
3669,1674747.74
3670,463736.47
3671,1093229.34
3672,398612.26
3673,552500.43
3674,727207.5225856015
3675,820051.37
3676,490856.88
3677,3846145.69
3678,596397.6922161173
3679,637405.3
3680,867712.5782244145
3681,226619.22240618852
3682,973490.0
3683,574485.2733333333
3684,557887.1428095239
3685,644881.0
3686,1206159.18
3687,231545.38564213575
3688,2546940.333333334
3689,1094636.42
3690,981811.3
3691,1551306.5
3692,313064.0253968254
3693,815482.1666666665
3694,1147915.7368253968
3695,693771.0
3696,1419964.72
3697,435016.04
3698,1188595.5266666668
3699,157870.0
3700,570877.02
3701,234384.8708478055
3702,888301.81867393
3703,659378.4576666665
3704,926377.05
3705,989792.5624761907
3706,763016.9533333333
3707,1133684.39
3708,615391.93
3709,981757.1666666667
3710,1331225.48
3711,353314.54
3712,2657490.6408333336
3713,1548200.0
3714,464729.14666666667
3715,181135.195140807
3716,739825.9483333332
3717,1610396.8500000006
3718,592197.5193027796
3719,443257.31428571424
3720,517750.6342388115
3721,915861.41
3722,260410.2184385748
3723,471274.49
3724,177140.5128387446
3725,511738.9671994671
3726,1010769.95
3727,1244646.8055555555
3728,374673.0
3729,437349.67
3730,1440211.12
3731,800477.97
3732,1273610.0
3733,2224977.41
3734,1321641.08
3735,534964.7
3736,2598351.5
3737,698266.9299999998
3738,979879.99
3739,1663540.7411679295
3740,1152560.416666667
3741,257481.9179374315
3742,360250.71
3743,1819346.06
3744,453692.73333333334
3745,393634.57
3746,1092534.99
3747,1136001.86
3748,1186838.0
3749,295756.93
3750,186276.30952380956
3751,354766.0066666667
3752,1073311.76
3753,3225658.5728571434
3754,145526.44196428574
3755,747940.0
3756,559175.39
3757,1094453.18
3758,347098.18253968254
3759,638117.74
3760,520882.36
3761,2364155.0
3762,462205.54
3763,485768.5
3764,607628.4483333334
3765,1058695.0
3766,1734551.9677777782
3767,505723.2
3768,512060.0
3769,196345.33333333337
3770,603747.4866666667
3771,222831.78349206355
3772,826618.64
3773,597556.0
3774,600689.5
3775,972693.52
3776,816877.4500000002
3777,407999.24
3778,1780256.1785714284
3779,341476.95666666667
3780,388934.78
3781,1119059.54
3782,826742.3923333331
3783,594518.3033333332
3784,1652958.02
3785,727964.4216666665
3786,655650.3566666667
3787,532737.2533333334
3788,746700.61
3789,1734551.9677777782
3790,580954.8881017824
3791,497755.83333333326
3792,1911668.5683333331
3793,750759.7077777778
3794,989359.62
3795,857810.03
3796,386065.2825
3797,371192.0
3798,998243.8000000002
3799,232725.92559523805
3800,202116.78373015873
3801,439625.5950000001
3802,508057.0
3803,401921.04
3804,328298.23583333334
3805,1083747.1
3806,498544.65
3807,408185.0
3808,2271694.44
3809,417253.1
3810,967999.64
3811,1516242.52
3812,122356.2
3813,2035357.99
3814,519698.1673430736
3815,180533.14705050507
3816,2083662.98
3817,419666.0
3818,678715.435
3819,344216.56
3820,454976.6826190476
3821,625234.2813713552
3822,553495.5066666666
3823,324079.7329614829
3824,1737941.9552496385
3825,1999953.25
3826,320957.52
3827,530649.95
3828,200826.98809523802
3829,486552.02
3830,1095733.73
3831,2239300.0
3832,194980.2370333915
3833,135182.34126984124
3834,779781.8
3835,159585.37301587305
3836,910969.93
3837,679044.235
3838,1056294.01
3839,975611.4357894737
3840,2255500.0
3841,1036998.12
3842,939455.31
3843,1063014.46
3844,550205.06
3845,476189.69
3846,649907.255952381
3847,1085348.9128473145
3848,697020.0
3849,653117.21
3850,321279.79
3851,416048.21
3852,717915.6652930401
3853,1061477.1
3854,247550.30323522995
3855,1132789.61
3856,1059822.4
3857,233832.52078505684
3858,399971.02
3859,1379993.5916666666
3860,971369.22
3861,1393206.1
3862,1274458.09
3863,563322.5207936508
3864,533312.02
3865,1333832.25
3866,205009.49880952385
3867,1602459.4841269841
3868,1031967.2619047618
3869,364364.9
3870,427950.66
3871,203990.0
3872,547474.2466666666
3873,425070.02666666673
3874,626228.77
3875,1585261.26
3876,821480.1358333332
3877,201140.62035714285
3878,574321.6666666666
3879,807652.96
3880,926335.78
3881,329460.79
3882,1089501.7063492064
3883,1101109.831890495
3884,341078.6475
3885,1970962.5
3886,2129396.9016666664
3887,480747.6833333333
3888,403410.9
3889,682194.51
3890,2127452.02
3891,637126.4449999998
3892,293856.6666666667
3893,1005800.0
3894,1942948.32
3895,565988.5125
3896,323176.52
3897,496025.5582861334
3898,2328254.82
3899,874309.32
3900,695835.5766666667
3901,566634.19
3902,1903060.3166666667
3903,346818.29094516585
3904,604099.85
3905,634060.7
3906,1253884.88
3907,589573.2
3908,459841.58
3909,772370.2619047621
3910,1079624.28
3911,763784.7410714286
3912,1167090.0
3913,393750.99938949925
3914,679707.24
3915,679819.87
3916,276920.9088253968
3917,1026488.99
3918,474224.0
3919,346685.0
3920,1022188.06
3921,458582.67
3922,685932.44
3923,567122.7
3924,407671.14285714284
3925,797423.74
3926,343528.1186591187
3927,656188.65
3928,350962.92
3929,803948.56
3930,741486.4176101674
3931,732976.54
3932,528877.1
3933,942740.07
3934,957234.68
3935,1357937.2
3936,465930.0
3937,1292941.888888889
3938,2504610.0
3939,904113.87
3940,2288012.95
3941,528639.6564816618
3942,1770571.6033333335
3943,853761.6399572651
3944,711848.45
3945,472389.72
3946,454952.8
3947,141392.78174603175
3948,784925.4880952382
3949,162299.24682539684
3950,1580250.0
3951,792773.0899206349
3952,482264.49
3953,502016.22
3954,284742.44066666666
3955,395084.87301587296
3956,764044.498015873
3957,656311.5804750804
3958,347208.23
3959,897789.85
3960,531377.5
3961,940777.7622063494
3962,498438.3333333334
3963,1197268.3575607399
3964,713065.0
3965,969067.005952381
3966,855014.88
3967,1035971.41
3968,474433.4441666667
3969,134913.22690476186
3970,2152903.463333333
3971,1283052.6033333333
3972,741440.0
3973,749775.3334537286
3974,454717.77
3975,507463.6071428572
3976,436397.25
3977,2467619.51
3978,734479.4966666666
3979,838606.57
3980,241848.99300000002
3981,850053.82
3982,609889.33
3983,580477.8633333333
3984,814035.78
3985,1438623.749761905
3986,1166608.82
3987,470789.7966666667
3988,605528.42
3989,461925.65
3990,1084786.065
3991,344521.9761904761
3992,791245.3633333334
3993,884046.0
3994,181444.05230880226
3995,596611.0
3996,489725.57666666666
3997,859769.8329448327
3998,487487.8333333334
3999,1166593.0
4000,1008609.12
4001,639455.46
4002,864757.27
4003,2087017.38
4004,699000.875
4005,1550370.23
4006,374238.36
4007,132600.0
4008,611945.6233333333
4009,416025.91
4010,1232332.619047619
4011,1231900.39
4012,367291.0
4013,900725.4286904762
4014,614867.083017643
4015,1244646.8055555555
4016,839702.81
4017,824970.69
4018,705565.0
4019,675058.12
4020,760340.6511599427
4021,684648.0
4022,556435.3959523811
4023,459632.8728802452
4024,625234.2813713552
4025,1413953.93
4026,1319988.19
4027,598015.2733333333
4028,2053811.4066666665
4029,1009740.5
4030,268651.75
4031,700261.6287878789
4032,136596.0
4033,382497.49
4034,541921.9
4035,680057.0833333335
4036,569707.18
4037,703332.21
4038,480235.2136096284
4039,1016862.2066666665
4040,1190596.82
4041,1232750.0
4042,1463319.95
4043,1796341.22
4044,1137011.14
4045,984389.59
4046,397538.88
4047,3020888.895
4048,841623.36
4049,521187.16
4050,1151438.52
4051,968400.0
4052,275605.4285714286
4053,212526.52127417026
4054,1776229.86
4055,329473.1443001443
4056,947955.205
4057,1183090.7466666668
4058,1328536.76
4059,180424.98
4060,350849.6523825761
4061,577708.9999999999
4062,534447.07
4063,772314.4666666667
4064,282324.3611872572
4065,1085516.99
4066,350044.0
4067,1619809.7766666666
4068,495603.89
4069,1316632.76
4070,1994060.8651666665
4071,243030.9818181818
4072,384867.7014790765
4073,624472.64
4074,460492.4
4075,644266.97
4076,287229.61
4077,754993.0393776685
4078,608932.58
4079,1197172.3333333335
4080,185140.0795377909
4081,672269.8016666665
4082,1814256.06
4083,866912.9405496353
4084,1957853.11
4085,390160.44
4086,3072645.4533333336
4087,640638.66
4088,352866.7
4089,442069.42
4090,807743.93
4091,729145.9841269841
4092,362553.3779844166
4093,2663642.12
4094,682763.98
4095,570516.11
4096,2445961.31
4097,638714.7148725218
4098,854704.55
4099,544061.7733333333
4100,796218.25
4101,453310.17666666664
4102,798325.0595238096
4103,275500.25690476195
4104,1969628.01
4105,2206770.24
4106,637790.34
4107,636060.0
4108,1277072.88
4109,439786.7
4110,3780609.43
4111,1332735.0
4112,258601.49999999997
4113,668485.19
4114,1080702.19
4115,171233.76984126982
4116,673303.69
4117,1519734.03
4118,531209.35
4119,792773.0899206349
4120,1071643.5
4121,1000975.08
4122,568336.14
4123,1185740.83
4124,445160.9926666666
4125,552623.2309190131
4126,495725.72
4127,926307.9
4128,811413.7701066845
4129,1141099.74
4130,788500.641754386
4131,683838.97
4132,611626.9664285715
4133,1195066.93
4134,194667.56349206352
4135,587100.79
4136,625016.2812153709
4137,1244646.8055555555
4138,1083827.86
4139,1664779.82
4140,272139.95
4141,1296626.65
4142,865739.94
4143,2244784.0
4144,1377177.031746032
4145,644132.5
4146,437995.8244444445
4147,1556730.0
4148,415197.28
4149,3246902.6575
4150,1366560.46
4151,468989.66833333333
4152,2422539.84
4153,527596.58
4154,470574.91
4155,661862.08
4156,2089028.2366666666
4157,414115.0
4158,592197.5193027796
4159,749803.0
4160,534210.59
4161,959029.92
4162,457079.57
4163,846305.79
4164,529528.38
4165,1572125.85
4166,535608.9266666666
4167,671800.0
4168,741745.39
4169,696244.451617022
4170,1515446.88
4171,516537.1583333334
4172,444748.1666666666
4173,2048022.4166666665
4174,1518843.7566666668
4175,1567516.52
4176,1332800.39
4177,2205000.0
4178,561030.3416666668
4179,729392.36
4180,207298.99133095526
4181,792325.0
4182,1835030.1136363638
4183,584344.5
4184,453169.85
4185,474624.01
4186,756161.6
4187,760340.6511599427
4188,915697.0654761903
4189,262807.84
4190,343923.6689224714
4191,428395.0
4192,540727.47
4193,1858990.0
4194,239444.12145743144
4195,447843.48333333334
4196,472180.3052225553
4197,617837.78
4198,223021.52106398495
4199,391333.31
4200,434205.22
4201,447088.04
4202,933839.5
4203,605760.5
4204,1164960.06
4205,171173.15082251083
4206,571120.23
4207,258630.81238095232
4208,679492.6
4209,1010697.97
4210,546555.2
4211,789129.9
4212,775120.85
4213,531210.6433333333
4214,2360912.75
4215,2802561.88
4216,1663540.7411679295
4217,3046694.96
4218,835302.79
4219,821358.38
4220,124200.0
4221,223474.18216505717
4222,502888.64190323575
4223,231844.07936507932
4224,861748.9041666667
4225,176801.72702108882
4226,1911684.14
4227,480115.64
4228,263427.7090006985
4229,177113.34711111113
4230,595232.5
4231,985170.0
4232,3421829.04
4233,498655.58
4234,522073.7583333333
4235,550772.58
4236,440896.77
4237,1568903.39
4238,499350.0
4239,1191400.0
4240,445950.4384920637
4241,289112.5020373655
4242,723125.68
4243,1362876.22
4244,384939.5
4245,629746.17
4246,522486.0432380952
4247,583911.6741666667
4248,1299060.0
4249,489035.11904761905
4250,1556149.92
4251,291161.38173160166
4252,651413.48
4253,230140.95932539683
4254,580690.46
4255,414994.21
4256,526752.08
4257,225954.54748542793
4258,223474.18216505717
4259,758030.8
4260,698301.33
4261,267388.54
4262,705682.0
4263,606802.93
4264,381247.575
4265,582072.2222222221
4266,1356468.34
4267,623116.76
4268,1990333.04
4269,563418.5
4270,469394.2
4271,421715.87
